Sample,GroundTruth,Prediction,GroundTruth_Label,Prediction_Label,Correct,Logit0,Logit1,Logit2,Logit3,Logit4,Prob0,Prob1,Prob2,Prob3,Prob4
4491,0,0,Normal,Normal,Yes,-0.780810,-17.577202,-9.991077,-10.460899,-9.601228,0.999690,0.000000,0.000100,0.000062,0.000148
4492,0,0,Normal,Normal,Yes,0.588001,-9.644101,-7.106081,-4.508252,-4.880895,0.989289,0.000036,0.000451,0.006054,0.004171
4493,0,0,Normal,Normal,Yes,-0.860484,-6.955729,-10.510813,-4.028055,-4.346983,0.930205,0.002096,0.000060,0.039167,0.028472
4494,0,0,Normal,Normal,Yes,1.557877,-13.283186,-8.175212,-7.778093,-2.302050,0.979223,0.000000,0.000058,0.000086,0.020632
4495,0,0,Normal,Normal,Yes,0.353486,-9.363696,-8.223151,-3.880875,-3.237137,0.959399,0.000058,0.000181,0.013901,0.026461
4496,0,0,Normal,Normal,Yes,5.011770,-24.994448,-15.051250,-1.129448,-1.586483,0.996497,0.000000,0.000000,0.002145,0.001358
4497,1,1,Supraventricular,Supraventricular,Yes,-14.788013,-2.899877,-14.624899,-5.189051,-13.641294,0.000006,0.907946,0.000007,0.092021,0.000020
4498,1,1,Supraventricular,Supraventricular,Yes,-9.533857,-1.187573,-9.855059,-3.068480,-9.239177,0.000206,0.867167,0.000149,0.132201,0.000276
4499,0,0,Normal,Normal,Yes,5.736792,-11.696447,-12.252229,-3.370169,-2.601979,0.999650,0.000000,0.000000,0.000111,0.000239
4500,0,0,Normal,Normal,Yes,3.248609,-26.465944,-17.403414,-8.802489,-0.066907,0.964952,0.000000,0.000000,0.000006,0.035043
4501,0,0,Normal,Normal,Yes,-3.060292,-25.285875,-6.738860,-11.890171,-7.286092,0.961521,0.000000,0.024287,0.000141,0.014051
4502,0,0,Normal,Normal,Yes,1.338829,-19.100386,-15.822937,-5.228946,-4.244644,0.994862,0.000000,0.000000,0.001398,0.003740
4503,0,0,Normal,Normal,Yes,-1.783169,-19.829611,-12.622292,-5.462036,-2.975944,0.752644,0.000000,0.000015,0.019005,0.228336
4504,0,0,Normal,Normal,Yes,-0.717791,-8.997692,-7.630584,-4.069433,-3.294290,0.899026,0.000228,0.000895,0.031490,0.068362
4505,0,0,Normal,Normal,Yes,-3.744883,-6.730797,-8.376159,-7.494573,-4.451229,0.634033,0.032014,0.006177,0.014916,0.312860
4506,0,0,Normal,Normal,Yes,0.329331,-17.689100,-14.012938,-6.416084,-3.404433,0.975534,0.000000,0.000001,0.001147,0.023318
4507,3,1,Fusion,Supraventricular,No,-7.002683,-4.660147,-9.994001,-5.477893,-6.206375,0.054737,0.569676,0.002749,0.251469,0.121369
4508,3,3,Fusion,Fusion,Yes,-8.524736,-11.884539,-22.674105,-5.060393,-12.670153,0.030297,0.001053,0.000000,0.968170,0.000480
4509,0,0,Normal,Normal,Yes,0.882213,-10.149536,-7.925000,-4.434597,-5.178375,0.992647,0.000016,0.000149,0.004872,0.002316
4510,0,0,Normal,Normal,Yes,-2.510572,-10.911187,-5.933785,-7.765916,-3.814872,0.763700,0.000172,0.024902,0.003986,0.207240
4511,3,3,Fusion,Fusion,Yes,-7.663045,-16.328485,-31.145166,-0.243732,-7.797328,0.000599,0.000000,0.000000,0.998877,0.000524
4512,4,4,Unknown,Unknown,Yes,-2.032673,-21.612423,-18.255999,-7.970085,1.874199,0.019706,0.000000,0.000000,0.000052,0.980242
4513,0,0,Normal,Normal,Yes,-2.625246,-4.506226,-8.414986,-4.428553,-4.535942,0.681092,0.103826,0.002083,0.112212,0.100786
4514,0,0,Normal,Normal,Yes,-0.021078,-10.575747,-7.552197,-4.739955,-4.450042,0.979035,0.000026,0.000525,0.008738,0.011677
4515,0,0,Normal,Normal,Yes,2.102746,-14.356191,-10.391263,-6.853454,-2.090894,0.985004,0.000000,0.000004,0.000127,0.014865
4516,0,0,Normal,Normal,Yes,4.220309,-15.811632,-14.795888,-4.636382,-3.163129,0.999237,0.000000,0.000000,0.000142,0.000621
4517,0,0,Normal,Normal,Yes,2.197819,-14.267682,-5.570487,-5.021860,-3.625083,0.995903,0.000000,0.000421,0.000729,0.002947
4518,0,0,Normal,Normal,Yes,0.137415,-26.802788,-12.512185,-8.797678,-1.624371,0.853335,0.000000,0.000003,0.000112,0.146550
4519,0,0,Normal,Normal,Yes,-3.580833,-6.171820,-13.136699,-5.425468,-5.217970,0.700459,0.052497,0.000050,0.110731,0.136265
4520,0,0,Normal,Normal,Yes,-3.299855,-11.645449,-6.032209,-8.250471,-3.935510,0.624231,0.000148,0.040616,0.004419,0.330586
4521,0,0,Normal,Normal,Yes,0.250809,-20.456619,-9.777225,-10.875460,-7.208611,0.999366,0.000000,0.000044,0.000015,0.000576
4522,0,0,Normal,Normal,Yes,-1.231670,-5.588466,-6.120940,-4.931216,-5.136556,0.938769,0.012034,0.007066,0.023220,0.018910
4523,2,2,Ventricular,Ventricular,Yes,-4.716768,-5.976846,-1.555279,-5.595454,-2.498140,0.028986,0.008221,0.684236,0.012039,0.266518
4524,0,0,Normal,Normal,Yes,-4.273473,-7.446618,-4.901824,-6.596903,-6.040215,0.542250,0.022705,0.289274,0.053106,0.092664
4525,0,0,Normal,Normal,Yes,1.838958,-15.374037,-12.577312,-4.539285,-0.525476,0.912658,0.000000,0.000001,0.001550,0.085792
4526,0,0,Normal,Normal,Yes,-3.259140,-15.046889,-9.956717,-9.106133,-10.026277,0.994747,0.000008,0.001227,0.002873,0.001145
4527,3,3,Fusion,Fusion,Yes,-6.092561,-16.221254,-21.778938,3.200594,-10.841611,0.000092,0.000000,0.000000,0.999907,0.000001
4528,0,0,Normal,Normal,Yes,-2.824992,-18.961000,-16.840912,-3.791110,-4.506696,0.638319,0.000000,0.000001,0.242917,0.118764
4529,0,0,Normal,Normal,Yes,-2.397162,-13.626749,-10.075535,-8.840367,-6.302036,0.978272,0.000013,0.000453,0.001557,0.019706
4530,0,0,Normal,Normal,Yes,-2.768015,-8.989101,-6.540329,-5.650625,-4.118796,0.746262,0.001483,0.017163,0.041782,0.193310
4531,3,3,Fusion,Fusion,Yes,-9.136554,-12.730764,-25.585167,1.623439,-9.559983,0.000021,0.000001,0.000000,0.999964,0.000014
4532,0,0,Normal,Normal,Yes,0.888069,-16.480135,-11.145536,-7.113603,-2.126395,0.952914,0.000000,0.000006,0.000319,0.046762
4533,0,0,Normal,Normal,Yes,1.148812,-22.504313,-18.551527,-3.411546,-4.812108,0.987132,0.000000,0.000000,0.010324,0.002544
4534,3,3,Fusion,Fusion,Yes,-8.956541,-9.816783,-14.502903,-4.578187,-9.647077,0.012250,0.005182,0.000048,0.976379,0.006141
4535,3,3,Fusion,Fusion,Yes,-5.159126,-5.259851,-25.194948,-1.598626,-7.456011,0.026892,0.024315,0.000000,0.946088,0.002705
4536,0,0,Normal,Normal,Yes,1.685371,-13.448434,-15.128914,-4.482485,-6.013303,0.997457,0.000000,0.000000,0.002090,0.000452
4537,0,1,Normal,Supraventricular,No,-7.110917,-1.946026,-7.438253,-7.213738,-7.510998,0.005608,0.981530,0.004043,0.005060,0.003759
4538,0,0,Normal,Normal,Yes,6.526024,-10.794143,-8.427437,-5.885836,-6.007704,0.999992,0.000000,0.000000,0.000004,0.000004
4539,0,0,Normal,Normal,Yes,-1.397006,-12.225055,-7.238888,-8.809823,-7.720046,0.994707,0.000020,0.002888,0.000600,0.001785
4540,3,3,Fusion,Fusion,Yes,-1.061025,-20.614946,-31.015221,4.346325,-8.606137,0.004463,0.000000,0.000000,0.995534,0.000002
4541,0,0,Normal,Normal,Yes,0.152223,-7.584075,-10.487741,-0.475086,-2.377151,0.619503,0.000271,0.000015,0.330831,0.049380
4542,3,3,Fusion,Fusion,Yes,2.440258,-25.236805,-24.722523,7.199135,-7.132028,0.008502,0.000000,0.000000,0.991497,0.000001
4543,0,0,Normal,Normal,Yes,2.303407,-15.953653,-6.063585,-5.826444,-3.136356,0.995156,0.000000,0.000231,0.000293,0.004319
4544,3,3,Fusion,Fusion,Yes,-6.638722,-11.690983,-20.904776,2.852204,-6.801971,0.000076,0.000000,0.000000,0.999860,0.000064
4545,0,0,Normal,Normal,Yes,-3.562055,-5.891652,-6.522947,-6.596467,-5.696681,0.760168,0.073991,0.039356,0.036566,0.089919
4546,1,1,Supraventricular,Supraventricular,Yes,-11.931911,-1.347393,-15.264832,-11.468239,-13.508314,0.000025,0.999928,0.000001,0.000040,0.000005
4547,0,1,Normal,Supraventricular,No,-4.891085,-3.055078,-7.525993,-6.504800,-7.169030,0.130808,0.820353,0.009382,0.026050,0.013407
4548,0,0,Normal,Normal,Yes,-3.242829,-10.060453,-13.324721,-10.177801,-9.857483,0.996562,0.001091,0.000042,0.000970,0.001336
4549,0,0,Normal,Normal,Yes,-0.310706,-4.805798,-6.289613,-4.325686,-3.729680,0.939422,0.010487,0.002378,0.016950,0.030762
4550,3,3,Fusion,Fusion,Yes,-5.223931,-20.819767,-29.072977,3.302000,-10.891954,0.000198,0.000000,0.000000,0.999801,0.000001
4551,0,0,Normal,Normal,Yes,2.195153,-17.727661,-6.975324,-4.828475,-3.096034,0.994006,0.000000,0.000103,0.000885,0.005006
4552,0,0,Normal,Normal,Yes,0.287252,-17.823486,-9.454672,-7.619496,-0.984525,0.780786,0.000000,0.000046,0.000288,0.218880
4553,0,0,Normal,Normal,Yes,2.604584,-16.617502,-30.674639,-4.136287,-5.746449,0.998584,0.000000,0.000000,0.001180,0.000236
4554,0,0,Normal,Normal,Yes,-2.667475,-11.526181,-9.676220,-3.128347,-5.800395,0.596883,0.000085,0.000540,0.376474,0.026018
4555,0,0,Normal,Normal,Yes,0.112484,-10.100810,-7.787629,-5.496423,-4.198425,0.982807,0.000036,0.000364,0.003602,0.013191
4556,0,4,Normal,Unknown,No,-0.685086,-27.745655,-15.128218,-7.555385,0.696772,0.200669,0.000000,0.000000,0.000208,0.799123
4557,0,0,Normal,Normal,Yes,0.482853,-32.783337,-10.634878,-12.480687,-4.705546,0.994433,0.000000,0.000015,0.000002,0.005550
4558,2,2,Ventricular,Ventricular,Yes,-3.741834,-5.498906,-2.104312,-4.857974,-4.206328,0.137534,0.023731,0.707254,0.045048,0.086433
4559,0,0,Normal,Normal,Yes,3.818074,-16.273483,-14.649550,-4.528436,-4.422983,0.999499,0.000000,0.000000,0.000237,0.000263
4560,0,0,Normal,Normal,Yes,1.976644,-16.461834,-12.008851,-5.383077,0.167360,0.858805,0.000000,0.000001,0.000547,0.140648
4561,2,2,Ventricular,Ventricular,Yes,-4.490111,-12.335955,-4.447237,-7.066693,-6.265579,0.436751,0.000171,0.455883,0.033208,0.073987
4562,0,0,Normal,Normal,Yes,1.705484,-15.437891,-4.785859,-4.664683,-3.810588,0.992802,0.000000,0.001506,0.001700,0.003993
4563,2,2,Ventricular,Ventricular,Yes,-4.972354,-8.990321,-3.119228,-5.830621,-6.658398,0.124893,0.002247,0.796782,0.052942,0.023137
4564,0,0,Normal,Normal,Yes,2.488420,-11.003545,-7.060235,-8.007133,-3.849708,0.998135,0.000001,0.000071,0.000028,0.001764
4565,0,0,Normal,Normal,Yes,0.674612,-8.717160,-13.037311,-3.758414,-4.781597,0.984027,0.000082,0.000001,0.011689,0.004202
4566,0,0,Normal,Normal,Yes,2.596576,-14.538803,-5.102880,-5.454282,-3.449721,0.996871,0.000000,0.000452,0.000318,0.002359
4567,0,0,Normal,Normal,Yes,3.701997,-23.047012,-17.121565,-3.079412,-3.225954,0.997890,0.000000,0.000000,0.001132,0.000978
4568,0,0,Normal,Normal,Yes,-4.094545,-12.698213,-7.304224,-10.611260,-8.703362,0.950575,0.000174,0.038374,0.001405,0.009471
4569,1,1,Supraventricular,Supraventricular,Yes,-13.403812,-0.529538,-13.833484,-3.587515,-13.155146,0.000002,0.955119,0.000002,0.044874,0.000003
4570,0,4,Normal,Unknown,No,-3.319285,-21.601688,-10.569286,-8.740612,-2.144445,0.235696,0.000000,0.000167,0.001042,0.763095
4571,0,0,Normal,Normal,Yes,-3.449843,-12.928446,-8.675872,-7.845463,-6.427301,0.935712,0.000072,0.005029,0.011538,0.047648
4572,0,0,Normal,Normal,Yes,0.578313,-14.003162,-10.573372,-1.609782,-5.616933,0.897518,0.000000,0.000013,0.100639,0.001830
4573,0,0,Normal,Normal,Yes,-2.676613,-24.973152,-7.625919,-13.821102,-5.148682,0.916160,0.000000,0.006494,0.000013,0.077333
4574,0,0,Normal,Normal,Yes,2.967358,-8.567665,-8.826047,-3.910588,-2.702567,0.995525,0.000010,0.000008,0.001026,0.003433
4575,0,0,Normal,Normal,Yes,1.175455,-22.072515,-19.129614,-4.518722,-5.528916,0.995430,0.000000,0.000000,0.003350,0.001220
4576,0,0,Normal,Normal,Yes,3.272144,-16.081625,-12.913634,-4.969234,-1.547321,0.991734,0.000000,0.000000,0.000261,0.008004
4577,0,0,Normal,Normal,Yes,-2.054786,-9.718985,-14.671854,-8.533261,-9.115501,0.997141,0.000468,0.000003,0.001532,0.000856
4578,0,0,Normal,Normal,Yes,2.502548,-26.692308,-16.520132,-8.221106,1.124122,0.798724,0.000000,0.000000,0.000018,0.201258
4579,0,0,Normal,Normal,Yes,2.401054,-15.176760,-5.213031,-5.499581,-3.906330,0.997320,0.000000,0.000492,0.000370,0.001818
4580,0,0,Normal,Normal,Yes,2.609856,-12.358203,-5.929620,-7.405401,-3.638003,0.997829,0.000000,0.000195,0.000045,0.001930
4581,0,0,Normal,Normal,Yes,2.746660,-15.821678,-10.517570,-4.968461,-0.455639,0.960507,0.000000,0.000002,0.000428,0.039062
4582,0,0,Normal,Normal,Yes,3.796739,-17.589884,-15.188754,-5.042519,-0.889337,0.990719,0.000000,0.000000,0.000144,0.009137
4583,0,0,Normal,Normal,Yes,1.507303,-16.739639,-11.119761,-6.671016,-5.008997,0.998240,0.000000,0.000003,0.000280,0.001477
4584,0,0,Normal,Normal,Yes,0.249753,-18.967133,-11.436756,-5.351662,-2.263839,0.921933,0.000000,0.000008,0.003404,0.074655
4585,0,0,Normal,Normal,Yes,2.190603,-18.642258,-13.317815,-0.647551,-4.018681,0.942912,0.000000,0.000000,0.055192,0.001896
4586,4,4,Unknown,Unknown,Yes,-4.039481,-10.359700,-8.592833,-5.479781,-0.651056,0.032396,0.000058,0.000341,0.007673,0.959532
4587,0,0,Normal,Normal,Yes,1.736575,-13.588341,-11.791136,-3.873554,-1.011819,0.936599,0.000000,0.000001,0.003429,0.059971
4588,0,0,Normal,Normal,Yes,-1.757209,-9.275278,-7.254760,-6.735209,-4.179225,0.908868,0.000494,0.003723,0.006260,0.080655
4589,0,0,Normal,Normal,Yes,0.094162,-17.366011,-12.065767,-9.775510,-9.377825,0.999866,0.000000,0.000005,0.000052,0.000077
4590,0,0,Normal,Normal,Yes,0.290800,-18.844578,-12.275970,-6.596526,-1.869419,0.895797,0.000000,0.000003,0.000914,0.103285
4591,0,0,Normal,Normal,Yes,2.418314,-18.797241,-13.279181,-6.074638,-1.926270,0.986990,0.000000,0.000000,0.000202,0.012808
4592,0,0,Normal,Normal,Yes,0.992830,-20.787485,-13.321665,-10.063046,-2.566535,0.972315,0.000000,0.000001,0.000015,0.027669
4593,0,0,Normal,Normal,Yes,-2.869535,-18.386951,-12.804616,-6.292865,-6.188423,0.935589,0.000000,0.000045,0.030504,0.033862
4594,3,3,Fusion,Fusion,Yes,-11.741255,-13.853038,-11.423313,-3.521181,-8.730296,0.000268,0.000032,0.000368,0.993899,0.005433
4595,1,1,Supraventricular,Supraventricular,Yes,-7.349879,-1.465874,-9.526067,-5.575084,-5.268373,0.002672,0.959845,0.000303,0.015761,0.021419
4596,0,0,Normal,Normal,Yes,-0.256320,-17.848227,-12.766129,-6.461429,-3.085402,0.942427,0.000000,0.000003,0.001903,0.055666
4597,1,1,Supraventricular,Supraventricular,Yes,-8.467644,-1.014028,-8.587974,-6.090795,-5.596234,0.000569,0.982738,0.000505,0.006132,0.010056
4598,0,0,Normal,Normal,Yes,-3.123294,-7.172655,-4.480028,-6.580394,-4.583680,0.649941,0.011331,0.167360,0.020487,0.150882
4599,0,0,Normal,Normal,Yes,-0.607014,-19.703768,-11.485570,-12.358090,-11.875858,0.999961,0.000000,0.000019,0.000008,0.000013
4600,0,2,Normal,Ventricular,No,-2.698154,-6.099339,0.209203,-4.211922,-9.592626,0.051118,0.001704,0.935877,0.011250,0.000052
4601,3,3,Fusion,Fusion,Yes,-3.716737,-24.905508,-26.778269,2.359529,-11.045127,0.002291,0.000000,0.000000,0.997707,0.000002
4602,3,3,Fusion,Fusion,Yes,-13.600543,-13.441759,-19.313623,2.144489,-11.054301,0.000000,0.000000,0.000000,0.999998,0.000002
4603,0,0,Normal,Normal,Yes,4.953902,-10.940586,-9.854790,-5.535583,-5.165082,0.999931,0.000000,0.000000,0.000028,0.000040
4604,0,0,Normal,Normal,Yes,2.595841,-12.763400,-6.533473,-5.107785,-2.676764,0.994342,0.000000,0.000108,0.000449,0.005101
4605,0,0,Normal,Normal,Yes,1.272281,-19.254526,-17.706802,-4.359958,-5.796515,0.995588,0.000000,0.000000,0.003565,0.000848
4606,0,0,Normal,Normal,Yes,-0.937285,-12.332728,-4.982464,-3.807983,-5.128608,0.918018,0.000010,0.016071,0.052014,0.013886
4607,0,0,Normal,Normal,Yes,0.853113,-7.966816,-15.881291,-2.797804,-8.804549,0.974489,0.000144,0.000000,0.025305,0.000062
4608,0,4,Normal,Unknown,No,-3.853569,-7.977906,-7.536300,-5.093145,-3.000646,0.271936,0.004398,0.006840,0.078727,0.638098
4609,0,0,Normal,Normal,Yes,-1.499607,-11.619527,-9.515975,-4.791195,-6.611497,0.958231,0.000039,0.000316,0.035641,0.005773
4610,2,4,Ventricular,Unknown,No,-13.171420,-13.016946,-8.538612,-8.166405,-8.108870,0.002426,0.002832,0.249446,0.361930,0.383365
4611,0,0,Normal,Normal,Yes,-1.387487,-7.761959,-8.250319,-4.494028,-3.254653,0.831900,0.001418,0.000870,0.037232,0.128579
4612,1,1,Supraventricular,Supraventricular,Yes,-8.002916,-0.450132,-9.630699,-6.500399,-6.061220,0.000521,0.993402,0.000102,0.002342,0.003633
4613,0,1,Normal,Supraventricular,No,-6.014208,-4.715518,-7.347143,-7.956214,-6.411716,0.174107,0.638013,0.045912,0.024970,0.116998
4614,0,0,Normal,Normal,Yes,3.006198,-14.213635,-8.446095,-7.989330,-2.239820,0.994732,0.000000,0.000011,0.000017,0.005241
4615,0,0,Normal,Normal,Yes,6.099916,-26.702429,-16.842247,-0.678254,-0.832868,0.997891,0.000000,0.000000,0.001136,0.000973
4616,0,0,Normal,Normal,Yes,-1.384696,-6.965691,-7.056714,-5.232834,-4.263657,0.921895,0.003474,0.003172,0.019654,0.051804
4617,0,0,Normal,Normal,Yes,-3.091163,-13.058376,-7.345479,-9.352455,-7.116421,0.967102,0.000045,0.013736,0.001846,0.017271
4618,0,0,Normal,Normal,Yes,-3.045937,-14.098264,-9.508437,-10.639318,-7.519615,0.986694,0.000016,0.001540,0.000497,0.011254
4619,0,0,Normal,Normal,Yes,0.278852,-17.861378,-15.652953,-5.043483,-5.001370,0.990126,0.000000,0.000000,0.004833,0.005041
4620,0,0,Normal,Normal,Yes,0.152521,-18.598967,-11.867273,-6.846341,-5.181824,0.994291,0.000000,0.000006,0.000908,0.004796
4621,2,0,Ventricular,Normal,No,-0.534363,-12.110185,-3.809066,-5.645096,-6.373420,0.955310,0.000009,0.036138,0.005762,0.002781
4622,0,0,Normal,Normal,Yes,-1.508944,-17.810715,-9.876974,-10.578068,-9.647990,0.999361,0.000000,0.000232,0.000115,0.000292
4623,0,0,Normal,Normal,Yes,-3.633194,-19.144854,-12.057737,-10.726613,-5.018771,0.799214,0.000000,0.000175,0.000664,0.199947
4624,4,4,Unknown,Unknown,Yes,-2.775155,-8.386436,-6.098510,-4.686938,-2.645198,0.429870,0.001572,0.015489,0.063542,0.489527
4625,0,0,Normal,Normal,Yes,2.906879,-23.211042,-9.942893,-7.402689,-3.648478,0.998544,0.000000,0.000003,0.000033,0.001420
4626,0,0,Normal,Normal,Yes,0.404482,-15.744295,-12.797727,-6.039477,-0.911849,0.787582,0.000000,0.000001,0.001252,0.211164
4627,0,0,Normal,Normal,Yes,3.238222,-14.081925,-7.848686,-5.258447,-3.050364,0.997927,0.000000,0.000015,0.000204,0.001854
4628,0,0,Normal,Normal,Yes,0.383396,-24.075644,-15.528551,-5.001730,-2.822295,0.956832,0.000000,0.000000,0.004386,0.038781
4629,4,4,Unknown,Unknown,Yes,-0.148557,-25.442642,-15.379886,-4.633876,3.030093,0.039959,0.000000,0.000000,0.000450,0.959590
4630,0,0,Normal,Normal,Yes,3.358039,-14.897604,-13.654920,0.061543,-0.315151,0.941258,0.000000,0.000000,0.034838,0.023904
4631,0,0,Normal,Normal,Yes,2.638384,-14.546052,-7.452498,-6.120937,-2.580192,0.994418,0.000000,0.000041,0.000156,0.005385
4632,0,0,Normal,Normal,Yes,0.862599,-7.833352,-5.190162,-3.929052,-3.314807,0.974511,0.000163,0.002291,0.008087,0.014947
4633,0,0,Normal,Normal,Yes,-2.144942,-3.138173,-10.062895,-4.791728,-4.922523,0.664978,0.246293,0.000242,0.047133,0.041354
4634,0,0,Normal,Normal,Yes,-3.367348,-13.539262,-9.265721,-9.184649,-7.308695,0.975439,0.000037,0.002677,0.002903,0.018945
4635,0,0,Normal,Normal,Yes,1.260246,-19.399654,-16.980215,-4.737677,-5.261446,0.996060,0.000000,0.000000,0.002474,0.001465
4636,3,3,Fusion,Fusion,Yes,-3.686683,-6.356684,-12.780788,0.681961,-4.684181,0.012442,0.000862,0.000001,0.982107,0.004589
4637,0,0,Normal,Normal,Yes,4.148304,-29.391161,-14.509757,-3.074700,-2.805642,0.998318,0.000000,0.000000,0.000728,0.000953
4638,0,0,Normal,Normal,Yes,0.207573,-13.169090,-10.837573,-2.075766,-7.241327,0.906994,0.000001,0.000014,0.092462,0.000528
4639,0,0,Normal,Normal,Yes,-1.252309,-7.123514,-7.793108,-5.801210,-4.042287,0.929140,0.002620,0.001341,0.009829,0.057070
4640,0,0,Normal,Normal,Yes,-5.230549,-10.103157,-7.488708,-8.304264,-7.246999,0.774250,0.005926,0.080942,0.035808,0.103074
4641,1,1,Supraventricular,Supraventricular,Yes,-6.647399,-0.254915,-5.815022,-6.994512,-5.516989,0.001654,0.988250,0.003803,0.001169,0.005124
4642,0,0,Normal,Normal,Yes,3.047299,-21.792971,-12.467453,-5.098585,-0.619932,0.974813,0.000000,0.000000,0.000283,0.024904
4643,0,0,Normal,Normal,Yes,-2.917763,-8.745122,-5.839935,-7.967645,-3.075301,0.521535,0.001536,0.028067,0.003343,0.445518
4644,2,3,Ventricular,Fusion,No,-9.818833,-14.034963,-11.693494,-7.542818,-10.161052,0.086087,0.001270,0.013206,0.838298,0.061138
4645,0,0,Normal,Normal,Yes,0.048020,-8.960754,-8.661555,-5.981436,-5.344029,0.992805,0.000121,0.000164,0.002389,0.004520
4646,1,3,Supraventricular,Fusion,No,-2.260260,-6.581223,-11.979848,-2.225281,-5.622611,0.479939,0.006377,0.000029,0.497024,0.016632
4647,0,0,Normal,Normal,Yes,3.133112,-15.073565,-6.931742,-4.460337,-2.733102,0.996631,0.000000,0.000042,0.000502,0.002824
4648,0,0,Normal,Normal,Yes,-3.699507,-11.038669,-5.671112,-7.968857,-4.437636,0.612790,0.000398,0.085321,0.008573,0.292918
4649,0,0,Normal,Normal,Yes,-0.117262,-15.329960,-6.579733,-6.576699,-2.406928,0.905447,0.000000,0.001413,0.001418,0.091722
4650,2,2,Ventricular,Ventricular,Yes,-15.690965,-15.158738,-6.818779,-7.095367,-7.468641,0.000061,0.000105,0.438431,0.332491,0.228912
4651,0,0,Normal,Normal,Yes,1.300561,-15.160440,-12.202653,-4.677662,-0.047906,0.792284,0.000000,0.000001,0.002007,0.205707
4652,0,0,Normal,Normal,Yes,2.512254,-8.853209,-8.637489,-7.099776,-6.536030,0.999790,0.000012,0.000014,0.000067,0.000118
4653,0,0,Normal,Normal,Yes,-1.524103,-12.897235,-7.003063,-7.629202,-3.628366,0.886248,0.000010,0.003699,0.001978,0.108065
4654,0,4,Normal,Unknown,No,-3.578247,-22.775555,-10.178122,-9.018830,-2.911373,0.338543,0.000000,0.000461,0.001468,0.659528
4655,0,0,Normal,Normal,Yes,1.638428,-17.726843,-12.112078,-5.731939,0.148266,0.815683,0.000000,0.000001,0.000514,0.183803
4656,0,0,Normal,Normal,Yes,2.722656,-19.308212,-8.957001,-5.802084,-3.365680,0.997530,0.000000,0.000008,0.000198,0.002264
4657,0,0,Normal,Normal,Yes,1.539974,-13.362934,-9.364077,-5.982543,-3.116452,0.990040,0.000000,0.000018,0.000535,0.009406
4658,0,0,Normal,Normal,Yes,-2.066649,-8.606873,-9.938770,-6.229571,-4.827646,0.925398,0.001336,0.000353,0.014401,0.058512
4659,0,0,Normal,Normal,Yes,1.605861,-12.227462,-11.687403,-3.008199,-2.604857,0.975848,0.000001,0.000002,0.009672,0.014477
4660,0,0,Normal,Normal,Yes,-3.781941,-9.044349,-6.418852,-8.963964,-4.813376,0.694987,0.003602,0.049749,0.003903,0.247759
4661,0,0,Normal,Normal,Yes,2.297901,-15.322720,-12.467655,-2.127313,-4.661855,0.987243,0.000000,0.000000,0.011819,0.000937
4662,0,0,Normal,Normal,Yes,4.371614,-12.759252,-10.264592,-4.130389,-1.628872,0.997326,0.000000,0.000000,0.000203,0.002471
4663,0,0,Normal,Normal,Yes,1.337402,-11.161179,-6.077490,-5.979657,-1.346874,0.934981,0.000003,0.000563,0.000621,0.063832
4664,0,0,Normal,Normal,Yes,2.645244,-10.843528,-12.470853,-3.290890,-3.781633,0.995757,0.000001,0.000000,0.002631,0.001611
4665,0,0,Normal,Normal,Yes,-0.856373,-11.346763,-13.059782,-6.383306,-9.619439,0.995850,0.000028,0.000005,0.003962,0.000156
4666,0,0,Normal,Normal,Yes,1.090223,-16.332487,-7.967334,-5.539696,-1.794377,0.945793,0.000000,0.000110,0.001249,0.052848
4667,0,0,Normal,Normal,Yes,1.580724,-28.367939,-18.348700,-7.983244,0.890119,0.666070,0.000000,0.000000,0.000047,0.333883
4668,0,0,Normal,Normal,Yes,-1.668123,-7.199242,-8.809524,-6.337688,-7.138961,0.981993,0.003890,0.000777,0.009208,0.004132
4669,3,3,Fusion,Fusion,Yes,-8.466142,-4.690809,-16.581841,-2.289801,-9.335591,0.001900,0.082872,0.000001,0.914431,0.000797
4670,0,0,Normal,Normal,Yes,-4.773509,-13.020487,-6.765104,-6.782506,-7.784871,0.757526,0.000199,0.103385,0.101602,0.037289
4671,0,0,Normal,Normal,Yes,-1.415727,-8.897409,-5.066961,-5.217257,-5.977217,0.944015,0.000532,0.024506,0.021086,0.009862
4672,0,0,Normal,Normal,Yes,1.591471,-16.107090,-3.804939,-5.443781,-3.289175,0.987162,0.000000,0.004475,0.000869,0.007495
4673,0,0,Normal,Normal,Yes,-1.985906,-6.029724,-16.236097,-5.486897,-7.996485,0.952244,0.016693,0.000001,0.028727,0.002336
4674,0,0,Normal,Normal,Yes,-1.314904,-10.007204,-3.505899,-5.464796,-3.936841,0.833055,0.000140,0.093140,0.013134,0.060531
4675,0,0,Normal,Normal,Yes,-0.388148,-11.210543,-11.920245,-2.831428,-3.069539,0.865521,0.000017,0.000008,0.075193,0.059260
4676,3,3,Fusion,Fusion,Yes,-18.898144,-15.089935,-30.096104,0.486711,-10.479044,0.000000,0.000000,0.000000,0.999983,0.000017
4677,2,2,Ventricular,Ventricular,Yes,-8.619295,-4.861539,-0.641504,-6.085996,-7.779565,0.000336,0.014408,0.980243,0.004235,0.000779
